x, y, z
26237.95,3040.46,68.36
26234.13,3022.12,75.66
26251.87,3026.55,45.80
26265.92,3020.37,70.66
26232.23,3027.12,52.79
26250.78,3026.86,73.92
26251.20,3011.84,41.04
26246.72,3027.64,96.29
26244.82,3027.86,70.63
26248.53,3018.08,53.26
26248.63,3026.54,54.32
26236.06,3037.17,62.09
26252.15,3023.76,2.80
26237.28,3019.85,55.02
26250.93,3031.53,37.32
26226.33,3011.12,56.57
26233.37,3042.07,25.93
26225.97,3026.61,36.37
26253.73,3023.72,37.00
26246.21,3024.61,64.36
26252.23,3019.76,48.56
26243.86,3013.08,64.31
26235.58,3032.64,64.22
26235.62,3028.75,47.93
26259.16,3025.08,74.06
26232.27,3021.41,53.60
26208.03,3024.44,100.06
26226.67,3012.10,105.58
26241.16,3044.11,54.66
26229.93,3036.74,56.82
26225.81,3035.38,44.76
26254.97,3036.16,77.33
26220.41,3053.44,111.56
26237.74,3033.84,68.89
26242.61,3029.86,68.76
26252.11,3013.06,65.53
26224.38,3027.40,43.69
26240.09,3011.21,53.78
26253.75,3031.31,66.15
26250.62,3021.24,52.74
26232.58,3019.88,131.00
26245.74,3025.73,51.89
26253.81,3018.77,-41.96
26223.22,3021.27,40.49
26230.20,3002.91,85.97
26246.94,3001.05,104.74
26241.57,3017.78,40.93
26231.64,3007.57,64.53
26223.62,3001.86,54.55
26235.46,3014.90,57.23
26258.93,3021.03,23.62
26241.23,3006.22,89.65
26235.49,3003.57,54.61
26221.60,3015.71,54.03
26236.98,3010.98,15.84
26225.44,2998.92,82.32
27670.35,4274.74,234.44
26237.27,3016.42,40.06
26247.90,3011.20,77.58
26231.56,3012.80,53.10
26235.35,3022.85,50.34
26235.85,3014.32,147.29
26228.09,3011.79,94.48
26228.03,3022.23,81.54
26236.21,3024.12,57.88
26213.32,3023.13,39.00
26237.29,3030.83,41.72
26215.82,3013.05,180.95
26225.80,3016.90,22.38
26219.60,3043.48,35.14
26203.94,3018.56,60.43
26228.62,3013.57,98.61
26206.79,3009.41,66.47
26200.40,3025.85,111.41
26166.68,3026.74,63.85
26217.90,3022.41,6.14
26224.04,3033.18,45.63
26239.74,3038.83,64.30
26227.08,3036.83,76.78
26218.52,3036.71,45.26
26222.13,3030.74,32.90
26240.19,3031.60,81.77
26216.95,3037.76,43.48
26223.40,3035.55,34.56
26222.08,3030.64,59.06
26205.65,3022.28,150.44
26252.61,3025.50,53.76
26224.77,3043.32,91.42
26212.49,3038.23,57.12
26223.95,3028.67,41.24
26235.20,3043.76,56.10
26219.63,3052.32,31.73
26235.86,3008.41,43.73
26243.54,3028.94,99.41
26227.34,3031.65,4.50
26230.79,3036.33,51.30
26219.62,3033.38,66.98
26219.44,3020.66,72.60
26244.03,3034.03,-2.53
26247.38,3023.01,41.95
26233.62,3028.24,115.30
26224.07,3033.44,94.91
26237.65,3035.77,3.99
26241.25,3031.90,131.69
26230.96,3018.48,9.49
26244.69,3045.25,71.45
26231.32,3029.59,118.59
26230.07,3046.58,90.74
26221.49,3022.63,35.31
26230.67,3029.85,20.73
26220.30,3016.57,83.81
26235.65,3027.97,83.35
26228.23,3024.35,103.39
26224.78,3023.59,38.14
26233.64,3011.19,85.36
26230.67,3026.17,41.67
26251.38,3020.17,117.79
26248.06,3025.52,51.29
26253.61,3031.60,106.72
26245.19,3017.23,38.68
26252.00,3010.26,151.18
26240.13,3006.93,71.68
26247.51,3014.39,87.94
26241.33,3029.10,99.60
26222.42,3025.30,77.74
26236.49,3024.57,109.52
26256.37,3007.43,139.60
26246.01,3030.11,51.79
26254.12,3027.85,52.86
26224.58,3024.75,16.88
26251.29,3024.61,65.52
26232.54,3038.85,125.25
26239.62,3019.31,158.65
26235.46,3013.71,113.60
26241.17,3027.53,79.93
26216.98,3019.18,92.15
26180.84,3033.59,-19.17
26203.10,3030.12,-12.34
26195.86,3017.61,50.86
26218.88,3009.70,74.40
26222.07,3001.01,47.90
26213.65,3031.88,77.48
26218.77,3011.37,77.48
26196.10,3020.73,-16.64
26225.39,3012.73,123.01
26232.84,3011.89,62.00
26186.64,3025.57,52.22
26229.59,3001.76,35.31
26233.61,3018.63,19.42
26216.71,3008.53,45.73
26243.20,3011.69,55.76
26232.55,3007.56,72.37
26209.54,3011.94,-61.30
26203.94,3009.74,61.25
26220.43,3006.43,35.67
26223.28,3010.52,51.48
26202.72,3016.26,45.09
26238.07,3015.68,46.91
26218.27,3012.48,-52.17
26203.58,3028.82,67.75
26191.55,3025.96,12.62
26228.83,3017.53,59.99
26228.41,3002.48,24.06
26217.53,3032.68,50.37
26206.29,3022.66,35.33
26214.62,3030.09,52.81
26226.22,3019.74,14.26
26229.25,3023.26,26.08
26238.52,3008.48,110.78
26206.29,3024.49,90.55
26218.69,3019.89,20.22
26211.84,3021.57,97.71
26227.60,3003.27,59.20
26201.63,3018.48,130.00
26210.02,3005.23,41.98
26198.91,3011.52,73.58
26226.68,3009.68,92.70
26222.03,2995.15,74.30
26214.97,3013.80,64.79
26195.42,3042.08,31.27
26209.53,3000.49,70.92
26243.98,3015.70,68.27
26234.69,3007.57,61.29
26214.28,3027.38,51.80
26223.64,3008.66,43.98
26205.10,3011.56,9.64
26228.35,3026.17,39.20
26221.47,3011.04,41.99
26201.05,3026.80,73.70
27254.24,4487.63,427.31
26225.17,3012.32,36.83
26229.22,3012.00,72.61
26232.61,3028.28,32.11
26195.38,3022.22,100.17
26238.92,3003.20,120.56
26217.88,3025.70,102.65
26199.62,3030.44,210.09
26225.18,3014.82,34.23
26241.80,3006.75,43.59
26226.11,2992.79,-59.27
26224.68,3008.66,59.90
26220.92,2991.84,-45.93
26229.66,3027.63,8.08
26207.21,3024.43,133.10
26212.58,3031.50,69.78
26201.77,3020.43,85.13
26227.80,2985.36,52.41
26179.89,3031.08,170.81
26233.50,3004.47,124.82
26210.34,2996.97,-294.66
26221.88,3002.99,59.52
26208.30,3026.04,30.26
26205.21,3019.72,91.26
26204.09,3014.33,137.96
26192.12,3025.84,133.11
26199.47,3024.88,90.36
26206.36,3022.61,32.52
26209.19,3001.57,70.14
26204.02,3001.70,50.80
27806.10,3249.43,77.97
26198.05,2999.41,80.35
26222.24,3010.03,50.33
26212.75,2988.51,153.02
26228.01,3013.23,34.70
26223.00,3010.54,-56.83
26208.31,3027.37,128.15
26215.63,3020.40,86.18
26209.22,3022.72,45.72
26206.61,3037.45,74.50
26190.85,3020.86,140.56
26226.68,3021.83,35.84
26168.71,3028.25,-161.39
26212.78,3026.03,65.79
26207.08,3027.26,90.39
26214.97,3027.53,131.86
26205.86,3044.57,121.77
26216.83,3025.42,71.74
26236.00,3018.50,76.62
26206.57,3033.13,68.34
26205.72,3015.26,46.16
26191.49,3025.31,62.14
26233.63,3007.30,79.67
26215.33,3021.81,38.44
26208.82,3017.31,82.82
26205.64,3033.62,76.14
26182.77,3026.47,161.56
26201.51,3016.77,72.30
26194.28,3022.04,56.17
26194.64,3022.88,143.52
26208.58,3031.01,90.84
26187.21,3028.84,48.79
26217.95,3030.19,178.19
26193.41,3040.52,78.70
26220.04,3042.49,108.73
26172.75,3033.81,-128.38
26204.81,3028.44,141.47
26190.21,3042.84,232.90
26178.08,3015.65,13.55
26175.55,3057.09,49.97
26206.10,3043.77,40.96
26220.45,3010.19,86.64
26216.61,3007.34,97.37
26198.29,3036.29,-63.85
26240.70,3013.01,34.26
26220.58,3026.92,112.61
26198.54,3011.06,-49.67
26222.27,3027.13,66.75
26215.74,3007.20,-43.35
26206.35,3017.51,58.89
26201.19,3019.78,102.74
26227.50,3016.72,134.67
26195.30,3010.95,-48.16
26192.96,3012.70,125.39
26210.99,3011.80,56.14
26183.82,3017.76,-252.52
26229.15,3025.99,69.15
26193.45,3028.92,54.71
26252.36,2986.40,6.23
26215.57,3015.81,212.98
26187.05,3035.05,90.21
26196.69,3006.88,206.22
26206.78,3000.43,-94.14
26192.91,3051.19,58.34
26200.79,3010.97,-116.78
26197.44,3011.14,-2.17
26196.89,3005.71,186.76
26206.13,3015.66,79.03
26220.27,3035.63,47.06
26237.71,2996.79,38.82
26204.56,3010.21,-2.30
26225.94,3008.90,99.59
26223.49,3022.69,97.82
26223.11,3009.94,40.89
26204.24,3014.47,59.57
26248.81,3021.88,27.03
26221.35,3020.38,127.67
26175.03,3020.19,248.05
26204.63,3004.10,338.45
26204.29,3020.79,-208.57
26220.77,3012.41,74.44
26241.94,3022.62,50.14
26244.07,3045.36,-22.75
26250.70,3029.95,6.73
26208.65,3035.05,119.71
26268.64,3018.55,72.10
26244.97,2989.48,-28.53
26245.67,2996.48,32.03
26222.54,3008.06,170.20
26237.25,3001.21,65.52
26249.58,3023.88,150.79
26221.53,3019.24,71.24
26188.14,3012.22,57.83
26214.82,3005.32,-46.74
26225.92,3020.11,53.74
26189.25,3036.68,126.12
26195.00,3019.66,56.74
26215.36,2989.07,110.04
26224.52,3026.41,-210.18
26211.50,3027.64,127.43
26231.72,3012.06,169.14
26201.81,3027.05,60.04
26244.16,3034.34,5.66
26219.21,3029.96,154.95
26256.97,3031.93,107.71
26243.08,2991.38,27.14
26203.98,3024.47,79.62
26242.81,2986.16,76.22
26213.49,3024.13,211.78
26222.64,3007.59,96.71
26242.74,3005.66,89.02
26240.71,2999.11,228.29
26254.69,3007.77,43.13
27890.23,3761.32,45.91
26223.01,3017.29,18.05
26210.44,3019.29,92.80
26234.42,3013.53,202.06
27268.49,4501.51,403.07
26241.51,3009.02,97.77
26223.50,3015.89,11.97
26243.18,2991.75,92.35
26226.00,2992.09,-54.27
26249.95,3029.84,124.15
26229.87,3036.98,43.28
26246.19,3002.95,55.12
26258.40,3014.43,39.50
26216.94,3021.66,72.52
26223.37,3017.93,1.42
26231.93,3004.96,107.87
26223.21,3025.48,-124.63
26221.58,3010.04,194.65
26250.68,3020.97,-7.75
26229.71,3010.73,36.33
26276.56,2991.96,-222.49
26246.78,3003.63,135.91
27788.13,3151.90,59.05
26232.33,3021.29,23.64
26216.59,3012.87,197.76
26255.82,3020.32,14.70
26275.73,2961.21,46.98
26221.41,3001.36,-66.58
26256.19,2998.25,194.22
26264.64,2983.95,110.30
26253.67,3033.43,167.12
26234.17,3011.79,91.94
26257.46,3014.19,100.23
26218.51,3027.20,235.98
26243.21,3007.34,79.42
26229.43,2991.67,38.18
26222.70,3010.63,95.88
27939.43,3716.65,-290.37
26242.30,3006.51,29.92
26199.44,3004.61,-224.19
26236.48,3010.26,61.16
26240.53,3031.96,90.05
26249.48,2998.81,89.68
26249.15,2991.56,55.09
26232.02,2993.95,62.99
26238.52,2973.41,70.86
26283.17,2995.80,16.45
26240.76,3003.60,38.64
26242.98,3025.51,32.04
26202.48,3041.92,84.47
26180.70,3012.92,64.58
26205.91,3025.15,49.26
26217.62,3000.56,57.92
26274.66,2991.09,-8.82
26254.74,2997.46,112.70
27867.77,3849.62,-134.78
26265.00,3005.76,36.94
26223.64,3015.40,100.55
26241.46,3011.03,15.92
26252.70,3013.85,29.68
26250.75,3005.02,241.08
26252.77,3024.77,84.06
26256.02,2982.59,83.01
26266.02,2987.74,-20.90
26247.80,2985.08,135.10
26265.94,2987.90,110.24
26246.75,3033.61,112.87
26264.95,3020.96,34.39
26213.46,3010.97,9.24
26212.90,3012.34,-21.82
26242.29,2984.22,82.13
26240.69,2985.50,-3.63
26206.27,2972.12,-236.65
26278.87,2969.51,29.54
26197.47,2995.46,115.99
26254.31,2996.04,43.37
26237.21,2992.92,145.11
26254.34,3016.70,46.01
26269.68,2980.11,44.81
26224.46,3006.54,64.70
26237.15,2999.96,69.38
26238.47,3016.07,33.76
26225.99,2975.92,-102.80
26242.92,3017.73,74.23
26294.39,2985.14,-147.30
27330.09,4463.23,284.22
26253.34,3006.95,25.85
26221.67,3018.69,199.53
26224.44,3033.01,-70.67
26121.72,3041.36,245.41
26212.59,3025.91,186.55
26199.25,2995.12,203.60
26194.31,3021.62,100.61
26195.00,3031.04,47.84
26196.44,3044.09,47.82
26201.64,3009.55,211.30
26221.15,3011.94,198.26
26159.12,3001.77,94.00
26216.89,3018.70,86.42
26205.98,3004.50,148.62
26253.12,3024.29,79.92
26177.01,3051.86,80.86
26213.15,2994.28,177.57
26173.87,3039.17,37.81
26154.77,3008.25,222.59
26226.09,3028.08,120.62
26208.08,3023.15,140.35
26203.65,3033.20,95.02
26203.45,2998.63,138.18
26200.83,3020.00,67.15
26211.47,3032.16,209.45
26219.91,3014.33,13.18
26174.54,3064.19,-8.48
26178.89,3037.80,238.96
26218.27,3017.86,144.15
26228.81,3038.34,41.20
26189.93,3051.76,64.63
26208.91,3007.45,78.79
26236.17,2990.79,136.46
26205.87,3014.12,62.20
26213.50,3021.42,7.78
26222.39,3020.55,95.55
26196.03,2988.36,108.45
26244.59,3010.62,32.20
26195.61,3023.74,-48.17
26218.96,3022.37,77.51
26197.07,3004.26,54.69
26176.35,3028.10,31.82
26194.65,3034.54,0.16
26209.37,3021.29,45.09
27311.45,4399.62,431.00
26186.37,3014.23,83.83
26213.94,3031.98,-14.07
26185.27,3011.04,45.91
26203.37,3035.14,94.39
26209.93,3023.30,153.89
26192.46,3026.20,53.28
26230.04,3013.58,4.79
26186.11,3022.03,121.01
26216.37,3019.31,155.97
26199.80,3012.46,122.83
26177.31,3021.70,44.65
26208.60,3015.63,26.44
26186.35,3042.25,77.27
26208.68,3021.29,79.54
26178.48,3027.69,40.55
26211.38,3039.11,84.42
26185.81,3045.60,104.25
26239.48,3020.21,50.51
26234.89,3022.83,26.73
26196.87,3015.95,245.09
26236.09,3038.45,66.40
26273.68,3026.14,109.61
26238.97,3053.78,215.06
26217.16,3042.53,117.81
26201.07,3013.15,95.43
26229.76,3015.27,90.88
26215.83,3005.67,10.41
26223.83,2991.81,-211.76
26210.12,3029.83,50.85
26206.45,3028.44,213.78
26250.81,3026.67,421.34
26237.15,3076.94,61.61
26203.03,3035.73,65.58
26218.83,3013.69,-223.92
26232.44,3028.56,-18.15
26221.96,3021.75,196.05
26186.49,3064.49,146.14
26176.79,3027.94,229.22
26215.83,3018.92,72.60
26206.47,3018.83,185.04
26227.93,3009.79,235.41
26237.71,3014.14,227.27
26232.18,3010.98,33.66
26267.43,2975.05,40.43
26224.35,3010.74,115.08
26239.96,2995.86,96.58
26235.66,3020.37,196.13
26224.18,3028.69,115.42
26235.56,3010.56,201.98
26229.78,3071.42,-210.33
26253.70,3026.91,-33.71
27318.76,4451.43,245.38
26241.41,3046.29,159.89
26209.52,3049.63,78.59
26224.69,3020.77,199.66
26226.25,3041.25,96.72
26231.65,3011.97,200.71
26226.72,3020.23,73.38
26270.49,3015.76,25.13
26233.92,3024.70,-8.27
26213.19,3015.27,99.45
26226.42,3001.61,241.86
26232.80,3022.92,-68.69
26196.47,3023.50,230.21
26188.37,3019.28,194.91
26182.66,3033.43,119.35
26220.32,3019.71,25.75
26183.33,3024.82,68.95
26220.32,3056.31,145.13
26224.76,3039.80,9.61
26218.08,3010.75,144.28
26213.35,3010.21,149.45
26208.02,3029.35,49.46
26227.29,3045.99,-0.79
26227.87,3042.71,40.32
26199.27,3041.80,70.54
27294.09,4478.06,246.57
26175.40,2996.74,-22.03
26220.82,3027.92,46.76
27302.53,4502.31,45.80
26230.25,3016.31,41.02
26196.39,3050.30,49.09
26206.70,3054.82,115.20
26252.94,3012.26,-29.73
27301.70,4515.61,-188.32
26210.64,3027.02,56.61
26176.75,3068.91,68.78
26206.62,3034.95,8.95
26221.40,3039.65,167.88
26213.38,3044.00,399.46
26202.39,3017.01,235.37
26195.78,3020.39,38.36
26220.88,3035.77,149.43
26199.56,3014.27,-14.78
26195.85,3054.37,-259.57
26187.78,2992.22,4.10
26161.37,3058.35,-25.86
26153.60,3054.66,64.00
26165.97,3033.86,41.35
26200.91,3047.24,-140.79
26203.18,3021.69,109.51
26157.10,3054.67,-29.26
26185.16,3028.43,94.44
26183.74,3022.23,103.71
27332.39,4527.29,-114.91
26171.02,3025.44,166.43
26196.94,3025.26,-44.40
26146.78,3017.72,44.81
26187.33,3022.30,21.20
26189.89,3034.35,6.64
26178.98,3007.71,146.04
26172.74,3041.49,219.10
26157.87,3031.95,77.89
27370.52,4499.23,228.09
26139.13,2984.98,-169.58
26190.81,3046.00,27.91
26205.03,3027.88,179.31
26187.07,3035.88,43.07
26183.68,3033.68,-40.36
26199.49,3044.49,21.44
26185.19,3056.58,132.03
26245.31,3028.29,79.88
26226.95,3034.62,81.30
26201.54,3024.01,-3.65
26237.01,3003.78,-72.32
26185.56,3027.61,179.41
26196.92,3027.95,86.23
26199.10,3015.25,-59.85
26194.91,3020.42,-274.75
26177.99,3033.83,16.00
26208.55,3044.66,189.83
26224.49,3030.89,98.86
26227.90,3038.37,201.09
26205.09,3020.54,197.20
26189.91,3011.51,-63.09
26211.14,3024.85,62.82
26260.79,3008.39,-8.66
26245.20,3000.24,118.24
26228.94,3034.82,132.37
26207.71,3058.17,-221.76
26227.34,3024.67,85.85
27868.18,3803.53,-101.64
26210.48,3024.57,104.88
26186.31,2992.64,182.73
27355.94,4455.36,248.24
26254.66,3010.55,168.01
26191.22,3053.42,228.12
26198.68,3019.85,121.31
26206.90,3051.49,144.67
26187.65,3061.50,-184.78
26214.46,3018.38,69.49
26195.07,3006.56,241.39
26197.59,3019.86,104.66
26175.62,3023.41,169.42
26208.96,3041.59,95.79
26192.67,3049.73,98.14
26221.00,3021.40,64.18
26191.75,3050.36,78.78
26232.66,3039.71,322.73
26205.49,3058.72,154.74
26206.74,3045.34,137.91
26244.79,3032.21,12.94
26198.89,3032.80,102.09
26259.17,3016.70,42.80
26263.49,2995.43,50.68
26211.26,3019.14,24.06
26224.41,3005.87,167.18
26205.19,3026.44,167.08
26226.49,3027.24,172.74
26216.37,3047.44,123.28
26258.15,3003.15,86.08
26213.54,3019.52,94.99
26199.23,3024.28,-5.48
27325.54,4479.75,108.40
26208.51,3033.85,91.83
26187.36,3053.90,146.62
26199.40,3044.41,16.27
26169.25,3045.75,105.47
26191.00,3050.40,128.63
26186.05,3055.95,27.68
26156.27,3033.30,211.52
26227.63,3055.01,122.52
26225.39,3040.48,74.96
26195.29,3030.85,104.79
26163.98,3054.79,174.62
27323.69,4485.53,-253.74
26197.17,3056.50,13.66
26202.13,3084.88,-30.89
26219.29,3044.19,169.60
26200.70,3044.76,99.95
26188.41,3047.67,52.26
27320.74,4567.66,23.73
26211.02,3031.17,111.31
27333.90,4520.38,-159.76
26213.79,3054.57,152.11
26199.63,3056.08,96.51
26206.91,3030.52,-44.85
26219.01,3036.42,63.79
26215.01,3031.26,-2.95
26208.48,3029.52,91.15
26196.91,3030.07,11.54
26188.75,3045.22,79.69
26171.27,3038.37,67.76
26185.49,3019.91,198.83
26208.51,3051.62,92.64
26167.43,3057.11,-5.20
26209.14,3046.37,138.24
26169.08,3034.84,89.32
26192.93,3024.52,123.95
26166.21,3038.89,58.49
26202.83,3029.98,83.42
26181.67,3048.64,9.11
26186.97,3033.47,200.84
26180.15,3035.21,71.28
26210.65,3024.37,156.88
26176.41,3031.57,43.82
26169.98,3034.57,96.73
26199.35,3028.60,117.27
26190.66,3057.08,64.62
26201.04,3053.76,84.65
26180.94,3046.92,-86.94
26208.15,3049.89,48.94
26177.54,3056.63,53.08
26190.43,3061.42,-49.07
26175.98,3039.71,-195.17
26210.99,3038.70,69.08
26214.12,3022.37,-2.81
26191.85,3055.08,-23.92
26187.72,3027.82,41.66
26183.04,3039.47,36.26
26191.04,2987.86,171.48
26177.47,3041.57,66.16
26207.33,3054.03,220.01
26224.10,3045.18,105.50
26205.01,3049.06,-1.69
26218.68,3050.54,71.61
26184.83,3063.19,-238.16
26174.75,3044.33,123.22
26203.52,3046.83,33.64
26197.19,3040.28,-97.58
26182.32,3040.20,96.11
26171.08,3051.05,-153.27
26180.82,3025.50,90.45
26203.13,3048.15,27.15
26178.47,3051.24,70.53
26207.29,3034.59,109.80
26188.20,3038.56,170.95
26183.82,3043.86,60.40
26189.12,3037.95,196.38
26198.62,3051.21,106.54
26217.95,3031.57,101.68
26197.22,3055.00,81.66
26196.11,3065.50,125.18
26171.11,3053.82,204.12
26215.34,3068.05,87.11
26204.86,3066.80,35.68
26206.14,3047.99,28.10
26189.29,3059.75,142.94
26211.88,3057.31,76.04
26213.68,3045.10,108.44
26188.56,3043.74,51.33
26192.87,3028.83,155.69
26188.89,3032.94,60.91
27958.90,3763.18,36.71
26217.08,3042.51,31.71
26210.87,3035.49,193.85
26209.32,3049.53,66.55
26202.40,3055.28,70.70
26224.24,3038.06,68.93
26210.22,3042.06,93.01
26193.83,3048.17,124.97
26190.90,3037.28,-10.43
26178.51,3041.77,283.48
26176.09,3046.25,-34.07
26190.46,3042.91,150.27
26204.80,3056.79,100.16
26178.66,3061.20,55.16
26228.26,3052.13,40.56
26208.51,3059.40,-97.77
26226.34,3040.34,82.26
26193.71,3058.89,-159.35
26175.13,3058.15,9.43
26195.50,3046.27,-275.87
26183.34,3054.54,-37.68
26194.10,3039.47,115.50
26191.65,3033.85,90.24
26189.61,3036.85,-76.85
26204.34,3038.49,-2.02
26191.62,3035.41,82.72
26192.87,3060.33,92.28
26201.35,3088.41,20.45
26195.22,3035.13,82.04
26178.35,3042.64,126.57
26207.56,3059.16,47.57
27333.38,4492.80,-32.65
26177.96,3066.18,-151.38
27404.15,4454.41,222.00
26183.08,3039.38,136.03
26206.23,3022.88,18.24
26214.58,3071.86,44.25
26219.98,3030.04,428.31
27284.53,4498.14,114.12
26216.91,3044.80,109.65
27271.23,4490.53,212.58
26230.10,3054.42,47.51
27345.69,4469.64,249.30
26227.67,3056.79,228.22
26219.63,3044.30,14.43
26213.17,3042.63,2.99
26214.31,3022.55,75.39
26180.51,3034.13,-256.95
26207.29,3047.14,-123.32
26208.73,3043.37,20.73
26216.71,3020.52,254.50
26205.93,3019.89,114.63
26194.04,3037.45,-219.46
26197.20,3047.68,144.44
27289.45,4516.88,-239.03
26237.35,3024.04,99.66
27297.92,4499.00,-287.19
26221.53,3034.41,194.86
26230.34,3031.23,14.03
26210.04,3044.55,83.48
27329.40,4550.87,69.23
26202.67,3046.68,72.47
26219.63,3033.42,178.20
26223.46,3044.04,130.65
26198.75,3030.92,169.37
26228.38,3039.85,54.77
26763.09,4474.01,293.29
26246.49,3054.33,152.76
26200.18,3037.97,76.96
26243.49,3032.49,-62.83
26218.52,3035.08,96.01
26229.07,3049.06,53.70
26213.67,3024.68,100.71
26198.65,3038.36,26.93
27312.63,4495.52,229.06
26225.83,3035.12,40.11
26214.52,3040.96,-4.79
26213.20,3051.09,-40.56
26220.06,3042.51,91.06
26199.24,3036.97,148.79
26207.90,3038.59,16.94
26208.47,3026.63,64.20
26226.05,3039.56,55.06
26213.19,3034.50,70.17
26229.08,3030.13,31.05
26236.66,3053.18,-33.34
26247.28,3038.31,78.32
27342.97,4537.56,140.78
26224.61,3021.67,4.79
26615.63,4515.06,346.91
26214.74,3026.95,46.10
26190.58,3053.10,62.33
26171.14,3037.40,134.48
26203.62,3054.40,162.89
27306.18,4499.29,421.11
26199.66,3042.25,-70.81
26208.04,3055.18,81.65
27330.42,4533.58,-267.70
26203.91,3060.80,26.99
26182.42,3024.25,159.27
26212.38,3043.85,77.65
26234.37,3011.90,210.97
26241.85,3029.00,138.28
26210.17,3025.21,78.38
26216.84,3025.15,59.90
27277.09,4475.50,-213.01
26201.07,3066.02,86.02
26661.27,4510.10,260.95
26229.92,3033.77,54.85
26200.58,3037.08,75.27
26217.76,3021.88,17.44
26212.01,3031.02,57.21
27376.69,4504.72,179.09
26239.75,3014.11,126.18
26238.56,3028.38,27.89
27347.93,4532.75,-84.43
26211.80,3046.47,41.04
26228.93,3047.65,182.50
26205.69,3029.93,75.57
26213.91,3050.51,59.55
26249.13,3038.90,166.78
26237.99,3041.56,123.09
26231.54,3035.61,97.78
26216.11,3037.11,107.17
26214.34,3026.76,-1.01
26235.72,3035.00,29.74
27292.37,4517.06,297.35
26225.45,3045.41,-5.56
27337.91,4479.60,-211.21
26237.97,3033.52,100.13
26241.61,3036.72,42.34
27319.37,4537.04,-104.35
26233.61,3034.01,30.47
26233.30,3044.70,-45.62
26226.99,3051.67,135.35
26235.72,3050.89,133.76
26253.91,3029.40,46.31
26212.45,3056.33,13.29
27294.20,4527.78,193.16
26243.05,3051.80,-28.73
27333.35,4548.33,287.18
26230.60,3038.52,177.26
26249.23,3045.90,158.63
26214.58,3045.93,43.05
27297.38,4498.48,-213.57
26227.68,3045.45,155.47
26220.76,3035.11,-221.40
26231.97,3058.04,162.83
27351.80,4560.21,96.82
26235.66,3038.15,-85.38
26212.29,3012.72,12.41
26240.58,3009.09,212.22
26214.57,3043.37,200.27
26224.53,3025.16,243.06
26227.17,3035.91,-192.28
27310.96,4547.80,-6.01
26251.10,3028.68,71.83
26194.84,3040.27,26.52
27329.73,4530.68,151.69
26236.95,3029.36,202.53
27323.53,4495.06,225.12
26264.72,3036.54,30.27
27343.77,4523.26,-2.05
26185.93,3017.49,274.23
26246.40,3043.44,195.75
26233.85,3032.94,79.09
26193.55,3037.01,-16.53
26235.51,3022.39,86.27
27340.08,4456.74,-120.28
26223.98,3053.19,-30.31
26213.80,3039.76,125.43
26681.89,4464.85,273.77
26227.65,3055.14,144.30
27390.91,4488.88,-255.68
27371.13,4477.75,-283.81
26209.87,3034.15,82.11
26208.55,3039.32,136.15
26221.80,3041.11,62.87
26198.17,3043.68,145.12
27357.89,4561.47,41.06
26195.32,3039.96,261.29
26176.90,3038.15,54.05
26220.86,3021.68,31.23
26184.72,3064.15,-9.00
26204.47,3019.99,159.16
26202.02,3034.81,60.67
26172.71,3034.35,94.16
26211.58,3049.31,56.93
26218.00,3035.63,36.26
26210.99,3018.90,77.22
26211.45,3041.32,192.47
26199.06,3071.15,72.72
27338.14,4575.01,73.60
26184.25,3018.94,145.87
26213.71,3008.86,3.65
26217.39,3020.75,73.05
26196.00,3045.30,115.08
26214.16,3026.06,127.25
26232.36,3038.01,139.18
26246.33,3021.95,47.12
26231.08,3043.64,13.77
27313.08,4539.68,305.49
26234.83,3057.17,-29.05
26222.16,3044.44,174.62
26209.94,3037.34,90.41
26238.92,3032.03,177.84
26225.42,3006.56,33.01
26231.56,3020.30,105.55
26189.38,3020.43,-220.25
27288.86,4501.70,-50.15
26222.53,3026.89,81.39
26204.07,3036.66,120.39
26240.21,3018.78,130.58
27350.04,4514.32,218.71
26182.76,3036.43,25.07
26226.58,3002.61,-13.13
26191.82,3038.30,-30.37
26236.45,3027.27,98.37
26232.36,3021.05,169.42
27301.31,4525.57,262.65
26238.29,3033.04,118.38
26228.65,3033.23,63.10
26200.54,3041.66,75.90
26190.94,3037.56,279.32
26193.36,3030.05,99.77
26221.64,3023.81,90.79
27364.52,4506.25,-54.83
26196.06,3019.09,36.08
27343.41,4539.72,-206.39
26203.03,2993.73,-279.93
26229.70,3035.94,127.79
26193.22,3043.60,228.37
27328.89,4557.54,173.16
26220.90,3021.38,74.98
27350.94,4560.65,-4.32
26199.37,3016.97,46.14
27331.33,4514.63,-68.95
26210.34,3020.62,209.53
26178.60,3041.63,104.74
26202.51,3038.57,68.78
26201.02,3045.91,81.29
26224.54,3037.32,73.54
26252.28,3024.93,28.91
26198.68,3016.00,44.68
26220.84,3026.27,40.58
26255.46,2999.59,81.76
26245.38,3013.12,51.75
26231.56,3024.33,46.13
26224.85,3031.33,49.67
26245.94,3048.78,152.67
26246.96,3032.33,99.71
26205.83,3017.42,13.49
26215.10,3019.39,64.56
26253.38,3027.69,28.98
26179.09,3023.19,168.99
26613.91,4495.91,-196.52
27330.22,4554.54,167.73
26190.91,3021.49,93.21
26215.67,3016.08,-51.41
26239.03,3059.12,47.01
26217.02,3016.83,-60.33
26234.60,3035.54,25.58
26203.44,3007.70,77.22
