x, y, z
27685.19,4395.03,-87.58
27980.17,3778.33,50.56
27658.70,3038.90,13.30
27652.78,3050.89,0.39
26514.06,4320.32,-17.01
26512.45,4320.50,-65.06
26325.02,4262.96,-28.75
27920.48,3253.50,-163.99
26337.10,4616.15,23.20
26467.00,2760.40,83.02
26499.17,2788.39,2.02
26525.90,4331.27,8.06
26487.60,2805.87,30.92
27436.35,2933.28,60.89
25928.53,3236.48,50.55
27864.52,3215.47,-126.18
26223.93,4525.50,-135.57
26156.22,4425.93,-25.25
26816.12,4618.37,38.72
27345.59,4455.41,-114.57
26261.28,4521.81,10.01
25942.45,3954.75,-106.09
25991.24,3183.82,148.72
26360.17,4498.01,110.69
26405.36,4457.41,68.08
26350.66,4454.07,56.91
26630.04,2777.08,30.02
26618.51,2788.53,25.18
26783.64,4651.59,-21.59
28063.63,3697.54,284.90
27447.60,2951.57,120.38
27751.11,3143.08,-38.87
27751.18,3100.17,-16.42
26100.15,3841.07,45.47
26035.02,3818.25,-234.79
27696.44,3061.24,-171.89
26204.09,4603.09,-33.16
27269.87,3473.72,-17.99
25970.88,3177.80,120.98
25964.47,3177.21,214.11
26030.02,3165.26,235.12
25993.62,3131.99,145.67
25976.46,3124.77,236.16
25997.13,3136.64,211.30
25992.68,3137.95,268.24
26289.51,4255.86,39.19
26349.36,4240.70,1.54
26330.75,4198.75,-84.50
26610.37,2803.89,61.76
26611.62,2812.28,19.29
27299.76,4742.58,-1.91
27756.43,3032.84,-301.12
26597.90,4548.35,84.61
26790.61,2743.58,107.08
26573.69,2767.80,11.53
27282.82,4741.76,-110.86
26350.17,4634.34,63.85
26208.13,3037.48,117.26
27265.61,3424.52,-76.39
27254.26,3424.12,-69.73
26550.47,4516.51,34.56
26552.95,4519.78,86.21
26573.28,4542.03,24.71
27713.63,3058.93,-22.16
26281.97,4363.11,75.44
26441.76,4397.01,-10.58
26450.03,4400.69,10.82
26459.50,4386.50,10.39
26458.68,4390.39,27.36
26472.43,4406.45,11.11
26446.03,4422.28,29.74
26440.03,4407.81,70.52
26421.58,4393.89,30.90
26434.12,4390.62,12.06
26442.34,4394.25,49.47
26456.90,4398.22,28.32
26447.41,4396.51,22.59
26447.20,4391.67,-58.10
26436.81,4359.49,68.22
26294.26,4561.12,56.29
26553.52,2775.03,36.34
26491.07,4289.42,5.66
26499.35,4292.33,47.74
26412.47,4404.59,85.11
27883.85,3249.58,-61.60
26518.44,4325.83,42.29
26504.17,4307.86,3.20
27691.52,3036.11,-267.56
27805.26,3227.78,-166.59
26507.88,2793.64,23.01
28020.32,3726.86,265.65
26515.55,2807.12,42.06
26508.48,2779.55,17.55
26453.03,2821.12,31.90
26682.28,4575.59,34.30
26711.37,4593.71,50.95
27252.37,3518.75,-102.37
27280.00,4737.71,-23.34
27224.23,3409.33,-10.34
27306.14,4689.92,44.35
26857.05,2752.57,21.59
26838.53,2748.41,64.27
26841.67,2752.59,16.98
26828.71,2750.20,88.31
26842.78,2753.15,61.09
26833.54,2746.69,9.72
26828.55,2753.50,7.60
25915.52,3980.33,51.50
27958.74,4039.10,30.03
27945.17,4072.09,-52.20
27952.26,4104.75,-121.86
27329.73,4472.63,-145.24
27345.69,4433.61,-63.16
26831.62,4645.41,-106.34
26866.40,4706.70,-80.88
26344.04,3021.88,-228.37
26504.42,4303.18,38.16
26480.75,2796.41,45.16
26483.99,2787.68,-53.15
26822.07,2729.37,-18.54
25939.12,4051.15,23.43
25911.54,4019.38,-283.27
26778.83,4615.23,1.09
27940.07,3798.02,43.36
27906.50,3812.00,17.94
26638.19,2771.67,11.89
27463.87,3042.53,78.40
25969.89,3176.48,110.99
25975.05,3179.60,105.42
26586.40,2794.17,16.82
25959.71,3195.09,205.48
25977.98,3458.27,216.08
26494.60,4422.84,51.58
26496.22,2806.23,2.60
26489.72,2798.06,-21.41
26498.59,2797.95,39.46
26480.67,2827.23,61.76
26301.75,4260.56,-92.22
26061.55,3120.95,207.63
26036.12,3127.96,185.03
26647.38,2795.31,50.06
26467.13,2744.85,-139.05
26809.14,4066.93,206.11
25984.44,3495.89,113.62
27357.64,2732.03,10.91
27431.63,2735.10,24.89
26659.53,2771.88,62.01
26636.03,2766.73,50.90
28069.59,3833.35,308.71
27677.24,3928.62,-181.21
27974.25,3855.80,179.55
26503.32,2790.41,34.02
25932.13,3336.08,164.20
25951.85,3974.43,187.07
27866.35,3169.61,37.45
27700.61,3095.83,-46.19
26441.21,4391.76,23.70
26495.15,4351.74,35.13
27738.75,3167.14,14.03
27235.89,3438.94,-77.87
27250.71,3423.01,-50.78
27715.46,4406.37,39.25
27916.86,3727.63,-12.65
26798.23,2670.83,34.29
27781.06,3119.58,-138.33
26234.57,3960.80,61.30
27770.45,3140.95,90.05
27758.16,3160.12,32.74
27696.53,4409.55,43.03
26302.65,4530.62,-18.01
27702.43,4385.24,80.60
27711.92,4411.35,49.52
27725.12,4415.76,105.59
27720.67,4397.30,58.93
27702.26,4408.36,71.98
26265.61,4516.44,-36.24
27246.73,3450.06,-12.92
27715.88,3147.04,63.68
27250.55,3445.93,-20.61
27255.62,3393.83,-83.57
27257.98,3439.60,23.05
27254.96,3410.35,21.15
27244.36,3431.76,-103.93
26313.64,4633.10,39.09
27091.98,2819.65,107.97
26301.20,4632.09,-56.48
26124.76,3127.73,34.85
27887.29,3770.64,-53.68
27892.38,3755.25,-110.37
26311.69,4603.90,-25.82
26040.52,3174.94,245.63
27807.81,3241.77,-163.92
26718.52,4506.19,18.52
26734.09,4534.25,-75.94
26495.96,4320.76,-25.76
26432.81,4381.47,85.47
25936.22,3334.31,129.79
25951.67,3350.99,-1.82
27950.38,4088.50,-177.25
26581.24,4568.62,-10.59
27454.43,2935.77,99.63
26620.06,2777.82,52.41
26640.38,2775.70,7.99
26846.54,4709.69,-14.66
26340.18,2962.28,30.12
26840.74,4686.24,-170.27
27721.21,3021.28,-55.51
27680.23,3068.68,-61.67
26517.35,4533.60,198.76
26543.44,4531.95,-40.17
26546.62,4555.02,62.05
25971.86,3416.94,22.10
27297.92,4693.07,19.56
27318.89,4712.15,2.67
27948.93,3793.60,147.87
26264.86,4464.53,-211.49
27691.54,3059.49,-68.15
27441.18,2908.63,99.03
26824.22,2727.32,57.65
26565.59,4546.88,-102.32
26501.14,4523.63,81.63
26531.44,4550.79,82.84
27900.98,3760.61,-103.11
26516.16,4557.37,112.11
26532.24,4535.71,64.74
27950.22,3806.30,-101.27
27072.73,2774.17,56.32
26487.27,4549.27,99.55
26511.82,4549.67,155.59
26489.62,4528.57,72.35
26536.32,4542.07,59.52
27718.13,3123.78,-4.86
26958.68,2561.80,-227.42
26543.81,4567.17,148.73
27299.79,4724.47,57.72
27296.13,4777.25,-269.88
27435.29,2766.04,-91.44
26709.20,4118.50,-211.60
26820.37,2755.38,26.20
27346.99,4423.33,-28.91
26832.45,2751.86,23.86
27326.44,4411.67,-80.84
27439.52,2911.88,197.04
28035.17,3726.78,84.36
28017.30,3693.11,163.43
26540.40,4517.61,45.93
26516.09,4575.22,85.33
26535.24,4589.93,173.18
26562.43,4343.88,66.53
26511.99,4317.11,59.25
27978.83,3175.35,179.63
27075.54,2774.32,41.20
26185.16,2975.25,51.37
27051.62,2784.69,22.74
26220.41,2996.00,41.35
26209.96,2993.30,20.09
26364.23,4402.69,93.71
27342.63,4395.95,33.75
26512.86,4513.02,207.05
26526.91,4547.75,14.75
26269.81,4629.79,-170.97
25894.01,3307.42,263.76
25943.20,3308.57,20.83
25922.38,3293.31,225.75
26307.15,4428.32,67.87
26318.62,4303.06,-119.88
27926.34,4071.23,-170.52
27272.54,4777.40,-247.22
26421.81,2832.53,-2.46
26406.07,2831.50,60.55
26120.46,3143.20,-77.84
26137.77,3140.86,31.02
26532.16,4462.35,118.35
26537.12,4479.77,58.56
26335.30,4574.59,-68.99
26317.08,4466.61,-111.28
27309.18,4419.49,68.58
27309.77,4461.41,-108.87
26625.41,2803.76,64.93
26605.80,2789.93,-11.71
26613.26,2800.09,29.88
26620.75,2798.06,25.50
26852.20,4640.77,-98.95
26608.07,2786.26,19.26
27956.34,4001.70,213.27
27940.33,3988.46,202.54
25908.67,3744.03,-229.21
26610.15,2885.21,27.94
27785.88,3277.01,-184.27
26119.96,3129.23,33.71
27833.86,3310.54,-188.18
25963.44,3359.86,33.54
25928.74,3324.80,182.61
26295.66,2960.34,-100.58
27306.78,4710.63,214.63
27286.24,4698.08,70.18
26581.90,4547.08,-1.99
26563.79,4541.59,69.78
26586.14,4516.19,41.58
26566.95,4563.23,68.50
26614.93,4512.57,13.33
27451.62,2907.99,88.08
27560.29,2843.52,-55.33
27345.30,4427.16,-73.39
27306.70,4386.58,29.93
26867.63,2705.59,-24.17
26617.10,2777.37,15.81
26609.02,2800.18,34.99
26428.67,2842.54,40.89
27196.94,2705.28,4.99
27863.60,3268.23,-26.25
27067.67,2611.39,111.49
26843.65,4680.91,-39.25
26278.00,4597.01,-136.22
26301.22,4616.05,-168.44
26379.14,4405.59,0.45
26405.43,4367.34,330.27
26850.44,2744.92,32.26
27783.50,3285.97,-188.68
27851.19,3735.67,-153.79
27831.48,3244.20,-90.29
27886.20,3761.75,-125.74
27858.86,3713.10,-89.73
27874.55,3749.84,-174.46
27343.04,4416.27,7.93
26830.21,2735.83,20.89
26814.88,2755.91,29.49
26833.61,2761.08,42.58
26349.93,4437.69,132.15
26409.38,2857.22,36.83
27985.01,4038.17,120.07
27212.20,2712.20,-28.49
26829.21,4653.32,40.22
27207.69,2755.71,62.87
25913.58,3219.47,-288.17
26243.82,4426.74,62.07
26846.67,2769.08,26.75
26175.40,4258.45,46.68
26832.58,2773.14,76.93
26570.59,2986.63,257.58
26584.11,4560.24,40.30
26585.37,4595.95,45.25
26579.53,4573.00,52.21
26582.24,4603.79,-47.10
26572.55,4595.35,66.80
26571.55,4540.59,25.79
26602.71,4555.76,247.34
26573.22,4615.17,235.05
26551.26,4591.72,-217.36
26582.70,4619.96,-218.05
27860.88,3766.23,-80.21
26582.23,4601.49,171.88
26578.18,4614.33,-145.26
26566.87,4568.45,82.50
26611.93,4555.01,60.39
26592.68,4558.18,63.99
26585.67,4576.56,48.22
26611.14,4578.90,109.13
26607.39,4548.17,69.45
26615.73,4581.98,72.09
26582.20,4644.39,-262.55
26607.34,4635.74,-276.65
26591.29,4577.22,28.38
26553.94,4562.00,15.14
26568.02,4573.05,54.74
26577.13,4595.52,48.12
26581.70,4599.36,-77.28
26573.81,4587.23,-36.24
26569.58,4588.70,93.85
26575.74,4561.00,56.23
26602.52,4581.20,93.08
26597.03,4577.99,93.09
26625.30,4563.88,96.19
26635.69,4585.28,15.70
26584.23,4612.12,87.19
26598.87,4548.33,160.45
26596.21,4558.56,248.63
26615.79,2815.82,37.51
27521.22,2896.40,133.17
26567.22,4560.37,-21.20
26039.04,3240.47,-10.76
26018.69,3230.89,9.45
26030.55,3245.59,-34.00
26605.42,4597.79,55.68
