x, y, z
27725.48,4562.62,95.83
26633.03,4477.88,65.24
26678.20,4521.86,-170.81
27077.12,2816.30,18.94
26916.82,2563.20,-4.08
26962.23,2607.51,74.37
26364.02,4444.16,59.81
26918.30,2589.14,8.74
26100.54,3112.64,71.20
26343.75,4472.94,-178.28
26049.86,3165.70,242.77
27345.33,4263.29,126.78
27396.17,4243.04,127.88
27387.36,4288.78,265.30
27079.70,4707.00,436.42
27428.43,2919.97,6.00
27927.79,3743.11,77.83
27964.69,4276.01,-179.16
26208.62,4246.45,-95.68
28037.14,3766.81,249.71
26401.99,3544.77,23.46
26996.77,2611.42,122.07
26759.06,2813.16,-65.46
28071.92,3624.04,253.55
28044.90,3643.09,186.54
26593.59,2815.47,41.32
26667.64,4551.22,-18.02
26845.17,2778.91,30.67
27063.72,2825.22,41.57
27973.03,3891.59,273.00
26422.30,2950.54,233.98
26906.76,4785.71,-235.26
26304.96,4553.00,72.82
26282.91,4605.00,-18.01
26320.73,4599.80,53.04
26550.61,2787.27,2.55
26466.37,4463.60,3.16
26402.18,2840.85,37.44
27775.38,4410.00,91.03
28034.87,3745.94,184.89
26525.35,4327.49,34.74
26062.01,3845.47,134.98
26044.38,3839.07,212.53
28026.39,3797.86,244.82
26494.37,4373.17,-63.96
27908.46,3706.12,63.64
26318.46,2921.86,123.27
26288.14,2958.12,48.39
26937.07,2763.07,37.80
27728.71,4399.32,39.40
27719.11,3453.08,-170.80
26266.73,3037.29,71.81
27698.11,3487.72,-106.88
26917.75,2748.67,65.08
26571.44,2831.24,111.25
26809.31,4122.72,63.19
26717.72,4590.67,34.61
26950.79,2728.68,32.60
26934.53,2758.61,31.28
26939.16,2754.54,41.11
27408.43,4394.31,-197.06
28042.86,3753.11,159.83
28026.38,3739.20,287.75
26456.20,2847.04,-239.30
27447.28,2685.67,206.44
26280.13,3075.89,61.40
26266.36,3075.13,-14.50
27807.67,4382.75,100.10
26381.02,4362.74,-7.24
27041.02,2890.50,0.34
26369.42,4401.89,-51.56
26795.20,4753.92,-179.27
26353.91,4471.64,25.71
27205.98,4724.76,-170.64
26530.58,2830.40,-219.74
26591.36,2843.81,251.68
26586.57,2816.74,233.37
27460.27,2938.62,19.09
26355.47,4424.27,26.80
26048.71,3157.72,148.12
26285.79,4451.56,40.56
26617.42,2819.47,97.37
27798.38,4462.49,383.34
28050.01,3737.50,221.06
26577.38,2837.32,68.72
27996.99,3705.23,218.50
27941.77,4054.99,-125.85
27926.50,3983.33,12.50
27933.05,4032.14,15.88
27809.98,3239.06,-178.00
26399.33,4391.12,-39.95
27604.75,4579.47,-26.74
26908.87,2600.10,66.21
27164.34,4742.72,-36.62
26404.03,3546.65,-158.29
26339.55,4639.32,63.48
26370.25,4606.61,-19.87
28037.09,3560.71,85.41
27052.82,2752.77,54.28
28053.79,3752.60,-270.19
26130.64,3836.59,-47.55
26218.39,2998.08,295.86
26842.13,2870.99,200.36
26636.28,2809.34,88.80
27947.58,3911.55,103.55
25992.90,3638.75,55.52
26814.45,2606.15,-25.84
26664.55,4621.30,1.32
26696.54,4624.36,-66.81
26639.54,4578.18,142.26
26620.70,4556.39,80.70
26779.39,2743.22,9.92
26256.26,4472.81,-58.98
26261.45,4384.38,-55.10
26638.69,2810.61,33.02
26203.89,4472.74,-54.95
26266.52,4433.73,-107.28
26445.88,4482.54,-133.08
26396.77,4439.40,79.52
28123.17,3661.98,232.75
26411.49,4362.24,-85.89
26056.78,3250.22,185.47
26771.77,2668.94,-6.01
26799.49,2682.51,-3.71
26385.31,4613.80,5.84
26318.30,4570.50,73.94
26455.31,2884.16,127.35
26460.23,2881.01,96.43
26422.30,2869.87,1.83
26410.63,2872.54,42.77
26390.03,2854.85,-58.96
26690.45,4608.73,-33.47
26728.48,4667.91,-232.78
26538.19,4473.48,44.24
26524.63,4521.23,23.36
26251.85,2956.21,2.11
26305.27,2964.49,41.22
26329.62,4398.25,76.38
26334.00,4344.78,5.07
25982.85,3696.11,-98.99
27825.07,2952.48,-22.30
27284.01,3454.35,-33.72
27879.12,4333.09,-19.22
27861.92,4381.53,-146.67
27857.36,4332.14,100.95
26590.62,4641.18,-126.82
26816.87,2772.15,30.95
26829.58,2773.70,40.05
26826.16,2755.31,40.93
26320.03,4368.75,-7.31
26437.91,4386.66,233.13
27732.06,4462.49,121.76
26022.71,3271.62,-55.92
27696.00,3954.83,102.23
26443.31,4361.59,-163.74
27949.71,4166.67,-95.29
27853.04,4377.30,64.74
26136.37,3002.50,259.44
27980.49,3885.82,212.08
27997.62,3882.59,286.52
26495.45,4415.27,153.18
26674.40,2788.54,-6.17
26679.65,2816.05,22.97
26695.16,4691.62,-284.04
26686.85,4599.06,-43.99
26008.86,4080.58,-131.39
26303.12,4212.24,83.44
26135.30,4149.07,297.27
26313.19,4526.28,-110.72
26516.05,4560.53,18.42
26536.14,4563.06,-29.35
26568.75,4538.41,45.22
26554.73,4566.17,63.34
26593.16,4574.05,-119.33
25952.22,3192.16,257.37
26467.33,4413.58,84.59
27949.74,3979.71,285.55
27180.28,2741.30,19.97
27174.83,2757.15,22.11
27156.21,2767.85,36.53
26489.61,4457.98,29.09
26083.57,3237.36,42.36
26003.46,3213.54,-126.42
26442.29,4363.87,64.53
26739.17,4138.32,81.99
27775.21,3417.68,-124.11
26532.99,4279.35,-32.28
27085.10,2803.85,57.54
27802.32,3099.85,-222.88
27422.04,4592.26,-23.86
26758.05,2693.66,-11.33
26250.23,4375.86,38.24
26887.60,4727.63,-35.63
26907.34,4775.30,255.70
26543.11,4401.50,78.67
26201.40,3009.95,-29.86
27976.32,4285.81,-127.89
26005.61,3160.65,241.19
26380.38,3535.00,-22.45
26512.56,4329.04,-5.16
26488.71,4406.82,20.38
26455.38,4374.88,19.12
26983.53,2670.96,-36.43
26850.05,2655.52,167.23
26213.79,3012.31,-199.19
26486.32,2819.17,4.91
26801.71,2784.78,204.52
26835.36,4086.18,55.79
26399.38,3542.91,-18.47
26389.66,4485.67,-112.77
26390.82,4418.84,68.26
26378.95,4467.41,-11.46
27851.48,4345.45,239.23
26672.43,2862.92,-0.61
27938.38,3979.65,-59.83
26339.97,4611.27,16.82
26404.57,4555.74,-3.86
26768.80,4446.89,-74.14
26277.94,4583.40,-28.78
26319.09,4454.42,71.24
27068.08,2844.81,32.37
27032.80,2890.46,174.20
28011.69,3747.77,249.42
26188.89,3951.46,178.11
26491.19,4380.33,-13.91
26534.66,4383.69,78.45
26430.48,4427.11,227.18
26235.77,3031.46,53.58
25972.45,3663.19,-9.87
27327.57,4331.89,-72.82
25997.72,3116.45,180.34
26612.34,2952.20,125.49
26686.71,4625.64,-242.94
26680.64,4574.12,44.15
26683.77,4567.31,36.88
27930.42,3755.53,81.85
25896.34,3778.38,236.47
27029.73,2861.33,85.78
26092.11,4197.52,-155.20
26682.73,2796.34,29.69
26689.91,2794.72,12.40
26661.17,2764.24,11.25
27255.39,3439.26,-163.80
26545.46,4378.17,-11.49
26302.19,4574.32,-5.57
25970.75,3196.05,120.54
26355.29,4437.19,85.52
26506.73,2801.27,31.15
26478.96,2814.04,-1.44
27520.48,2908.14,233.75
25976.77,3642.35,-182.75
26602.94,4512.75,15.95
27466.96,2968.27,10.31
26800.09,4653.42,-228.05
26770.42,4609.04,25.12
26697.69,4590.13,77.95
27601.41,4308.16,89.01
27714.55,4468.08,-244.54
26741.00,2914.86,26.88
26328.99,4300.72,110.77
26079.38,3878.08,55.11
26033.25,3877.70,228.33
26071.62,3888.12,103.97
26033.03,3887.56,-266.86
26826.96,4684.03,18.40
26800.43,4730.33,-101.61
26917.88,2794.30,49.81
26311.90,4439.47,-157.73
26327.97,4414.73,-87.57
26335.56,4464.25,-70.27
26337.40,2962.63,-61.22
27622.31,3075.97,70.40
26340.78,4354.77,124.95
27673.57,2869.91,-226.18
27714.88,2977.10,-281.49
26882.45,4698.94,120.32
26460.59,4486.24,38.48
26044.23,3223.77,-215.97
26557.35,4465.00,53.22
26480.07,4409.06,46.72
26660.00,4596.67,19.77
25997.04,3131.97,290.04
26836.73,2754.24,67.43
27161.52,4763.87,-47.86
26845.38,2757.90,19.66
26827.50,2744.94,38.72
26822.54,2742.92,28.73
26831.80,2749.08,15.31
26833.64,2755.79,48.26
26833.10,2751.96,30.58
26838.71,2781.25,36.35
26844.52,2788.85,29.04
26440.98,4453.28,-19.54
27722.58,3489.82,-68.63
26566.02,2797.70,38.70
27981.38,4056.83,-172.28
26221.92,4216.28,232.90
26193.85,4378.53,-69.43
26333.87,4377.29,85.45
25952.16,4077.19,-79.88
26674.12,2597.38,-66.02
26790.96,4633.48,14.69
26015.64,3688.18,55.79
26315.74,4535.28,-40.68
26323.77,4354.77,-20.64
26772.79,2760.86,30.05
26371.80,4434.89,7.13
26780.11,2728.94,15.14
26377.59,4451.89,51.38
26763.45,2746.28,46.43
26022.63,3143.37,52.87
26960.03,4171.07,40.00
26819.63,4623.42,-190.86
26360.67,4410.43,-4.19
26080.40,3126.40,133.87
26304.88,4292.73,-152.04
26344.64,4627.31,10.86
26320.22,4636.53,31.76
26359.40,4404.53,-155.16
27955.69,4104.02,-142.33
26033.08,3238.44,-105.79
26233.91,4270.70,-28.96
26504.62,4373.59,42.68
26476.08,4409.09,107.33
26975.69,4162.02,48.80
26943.99,2576.49,262.82
26062.83,3256.99,-12.31
27968.89,3887.18,107.00
26815.30,4659.31,-48.05
26168.72,4263.79,80.71
26796.50,4643.30,28.88
26861.11,4659.98,-116.18
27094.27,2826.64,22.26
26367.72,4437.56,21.81
26450.13,4435.12,-21.22
26489.79,4419.18,67.05
26413.35,4426.90,127.21
26824.60,4676.32,-57.55
26862.52,4734.55,-135.43
28043.38,3564.45,190.06
26317.65,4528.49,-16.27
26318.92,4447.04,43.34
27817.35,4212.87,-228.36
28055.63,3768.41,246.83
28006.97,3755.32,237.46
26754.71,2782.57,-29.78
26740.09,2741.99,-88.20
26933.43,4638.62,-292.91
26671.07,2802.93,43.83
26293.42,4429.11,50.69
26310.55,4329.12,-45.97
26309.69,4423.75,-138.12
26379.49,4442.17,33.69
26512.48,4335.36,-65.53
26093.61,3892.17,135.96
26373.92,4430.30,10.82
26365.66,4416.33,-10.31
26361.46,4419.55,14.91
26308.72,4354.97,-10.47
26336.43,4428.59,20.52
26441.15,4507.25,209.82
26719.44,2706.93,137.51
28073.52,3565.33,260.78
28119.00,3675.29,197.68
26241.82,3944.56,110.05
26448.21,2800.22,-37.64
26518.95,4474.97,44.97
26526.69,4584.08,-75.83
26586.66,4561.94,-4.34
26609.28,4475.44,-39.66
26580.60,2818.44,41.64
26082.89,3127.94,113.16
26767.74,4659.21,-284.42
26530.09,4395.96,-23.51
26398.07,3528.29,-84.60
26358.61,4308.26,-79.51
26394.01,4435.26,28.92
26422.54,4471.15,35.13
26575.71,4612.71,421.89
26002.30,3937.63,150.80
26363.36,2906.66,-28.73
26938.79,4276.87,-265.80
26359.94,2871.34,60.28
27951.84,4126.12,-66.28
26098.48,3127.35,125.68
27962.85,4016.93,-156.14
26684.70,2821.94,21.54
26510.87,4430.80,11.78
26331.14,4333.79,-11.38
26307.52,4364.00,80.81
26339.21,4420.93,-56.02
27013.83,2744.65,316.89
27038.21,2730.52,62.81
27046.52,2746.15,62.12
27993.16,3737.00,258.59
26098.53,3144.97,119.62
27961.72,4010.27,166.00
26719.86,2831.85,140.86
27176.96,4775.56,-117.86
26585.99,4440.33,-124.92
27762.56,3398.02,-163.14
27721.44,3354.89,-102.25
26356.35,2899.55,34.37
26380.49,2889.73,-33.02
26045.46,3133.35,211.73
26422.54,4472.31,-64.56
26351.22,4267.53,105.17
26858.19,2813.28,209.67
26900.40,2794.54,78.33
26922.54,2816.16,86.26
26963.86,2822.53,43.75
26953.30,2813.20,91.26
27975.92,3958.23,-140.03
26833.85,4654.68,-279.21
26964.52,2752.25,269.09
27988.66,3947.46,296.43
26897.72,2760.20,116.77
27183.15,4756.66,-11.36
26783.39,2762.74,333.86
27945.70,3825.42,-154.83
27925.05,3835.36,-51.05
26339.87,4389.90,-51.72
26343.02,4433.29,29.63
26310.25,4418.59,101.39
27888.42,4321.59,104.93
27889.42,4284.02,-94.12
27897.17,4317.03,100.90
26744.17,2832.81,104.29
26800.58,2797.97,218.29
26896.28,2784.57,96.90
26883.04,2805.77,42.95
26905.99,2782.31,80.17
26379.35,4444.74,84.51
26490.11,2906.97,241.73
27038.59,2730.68,45.31
26355.00,4616.52,68.03
27652.79,4568.54,-250.89
26193.66,4334.53,49.59
26262.02,4360.92,-157.27
25978.08,3152.15,278.04
27988.47,3909.18,-189.38
25981.07,3131.98,303.33
26019.03,3137.67,149.38
26327.81,4521.97,-15.40
26308.69,4598.58,49.61
26495.19,4351.01,-49.10
26526.55,4373.04,14.22
26154.40,3181.25,227.72
26639.30,2829.46,70.02
26419.88,4404.28,117.04
26399.81,4574.38,47.66
26384.11,4424.17,-1.65
26332.70,4340.10,-130.20
27085.61,2728.28,275.12
26350.67,4377.71,-101.88
27024.40,2758.08,103.33
26497.42,4537.17,25.75
26427.01,4596.94,-33.03
26479.26,4467.42,-143.99
26407.19,4456.82,37.11
26532.16,4509.56,-66.86
26376.66,2849.81,-5.79
28021.96,3725.10,236.85
26383.54,4558.91,-110.24
26691.44,2775.20,36.84
26408.77,4426.42,37.03
26713.91,2784.13,33.58
26701.39,2750.24,-30.95
26458.55,4543.71,126.07
26425.74,4562.02,238.96
26372.68,4335.46,-7.07
27944.30,3661.85,-112.47
28034.40,3697.06,278.27
27990.49,3686.07,213.70
26868.60,2787.88,145.35
27593.79,4499.74,125.44
26551.61,4541.61,37.97
27993.21,3693.10,100.15
27439.16,4646.46,28.65
27982.93,3640.17,57.00
27989.43,3693.70,148.72
27997.29,3679.46,91.64
28021.59,3627.23,261.05
26811.44,2769.08,67.59
26723.30,4619.78,-23.43
26745.15,4673.30,-290.52
26526.30,4331.67,25.88
26468.50,4332.39,-34.83
26440.65,4365.18,70.43
26874.91,4699.84,45.18
28011.20,3661.98,136.62
26483.63,4450.02,64.76
26600.72,4542.40,14.23
26263.10,4444.92,-40.81
26705.97,4594.20,-1.30
26725.73,4588.96,38.02
26715.34,4603.28,22.10
27914.89,4034.13,-61.43
27912.71,4046.03,-17.67
27936.39,4023.00,44.52
26201.30,4301.01,-91.72
26480.46,4512.78,69.66
26361.64,4414.85,-27.73
26503.30,2812.88,34.85
27871.29,3156.04,-272.75
26848.64,2759.58,44.74
27736.40,3342.09,-188.08
26058.22,3160.27,191.90
27721.52,3358.08,-162.61
26028.31,3208.52,168.12
26833.29,2740.17,24.36
27786.24,4400.00,49.24
26367.51,4441.96,-30.72
26524.95,2836.58,28.10
27045.53,2785.43,132.02
26920.94,2753.39,67.66
26926.60,2777.86,74.32
26883.72,2780.00,59.35
27834.07,3300.66,-113.29
26340.33,4336.79,-38.67
26386.78,4394.92,-43.74
26579.31,2794.44,-19.31
26606.38,2782.71,1.20
26849.85,2746.93,24.96
26833.27,2749.41,42.66
26791.66,2755.92,96.35
27245.30,3450.83,0.83
25994.71,3993.99,191.37
25995.57,3132.20,85.85
26056.71,3114.81,252.63
27767.48,3155.38,104.56
27758.68,3138.16,-59.05
26181.61,3090.16,24.44
26128.56,3111.95,-177.17
26752.23,2732.98,14.68
27940.00,3825.16,-28.20
27941.60,3803.20,-59.81
27108.96,2806.58,53.53
26357.17,4373.00,27.45
26258.31,4360.42,61.78
26467.35,4486.45,45.25
26399.60,4443.68,21.18
26365.36,4361.33,51.20
26322.36,4396.76,7.16
26410.06,4464.83,-0.41
27725.76,3029.66,-212.21
26314.98,4397.26,5.22
26814.65,2724.51,61.78
26393.87,4445.27,33.81
26541.65,4426.72,-179.60
26548.53,4408.83,-21.16
26590.23,4496.82,153.01
27698.82,2953.28,200.31
28047.72,3798.21,295.45
27927.88,3800.11,-131.24
26578.22,4492.97,-264.31
26701.46,2860.37,37.34
27976.73,4080.48,3.75
26497.23,4370.93,-81.61
27863.26,3044.85,-273.73
26023.95,3518.46,35.22
25921.46,3637.72,122.92
26919.04,2779.15,90.80
26960.31,2757.70,75.15
27860.56,3204.73,174.56
27954.87,4041.60,53.87
26027.74,3121.11,-126.84
26034.32,3171.80,-40.75
26014.09,3128.07,263.81
26004.10,3162.95,-220.03
27959.48,4002.70,-231.88
26031.10,3127.64,3.47
26025.31,3113.89,82.02
27998.32,4021.97,90.07
26043.38,3133.61,304.77
26855.01,4082.79,215.85
27973.21,4200.33,-72.00
27985.43,4001.53,117.66
27987.35,4006.13,79.13
27950.13,3981.19,45.86
26365.81,4466.34,103.61
26912.97,2775.92,46.06
26892.27,2782.99,32.20
26948.53,2802.01,115.39
26961.88,2814.64,84.20
26938.96,2764.43,86.68
26314.97,4378.40,-66.14
26377.53,4468.44,-32.05
27917.01,4037.22,73.78
26481.36,4516.33,105.43
26580.39,4544.81,32.63
26027.88,3131.40,19.03
26583.78,4519.66,13.79
27961.90,4096.15,-120.24
27948.53,4112.65,-142.41
26762.05,2724.42,0.13
26519.77,2828.78,296.38
26763.95,2689.53,-96.35
25979.80,3149.86,-276.31
26395.85,4463.63,-71.05
26335.67,4385.03,-66.21
26006.98,3123.81,221.96
26329.20,4338.02,-155.34
26087.16,3129.91,293.93
26363.13,4371.59,-148.89
26063.74,3110.43,257.82
25986.23,3132.47,190.00
26361.22,4381.82,-127.68
27950.64,3755.75,221.64
27989.65,3767.67,290.74
26946.68,4619.44,51.34
27959.11,3786.83,37.60
26332.46,4392.99,50.16
26333.85,4442.46,48.03
27773.54,3114.99,-61.45
27923.36,3819.61,-9.65
27918.56,3810.79,42.23
26801.63,2668.70,236.48
27287.86,4723.68,26.68
27744.38,3414.33,-188.47
27424.50,4618.41,32.89
26880.69,4734.97,-239.70
27957.70,3798.16,32.64
26529.40,4425.66,-112.59
26563.72,4394.53,57.12
26213.67,4341.93,42.21
26259.67,4392.58,34.21
26171.85,4344.47,128.51
26244.59,4414.91,163.16
27905.34,3754.57,-192.14
27059.80,2707.41,59.56
25943.55,4031.90,-86.89
25988.19,4040.41,-70.43
26489.92,4413.48,91.24
27004.37,2630.79,33.47
27058.28,2728.42,26.13
26412.23,4391.25,-39.18
26444.67,4442.71,45.00
26344.32,4432.08,-120.46
27062.16,2748.97,88.01
27047.39,2732.60,10.50
27082.64,2722.81,37.46
27055.32,2707.90,82.76
26108.18,3851.04,-82.74
26070.44,3168.57,181.82
25954.88,3181.17,286.00
26341.73,2891.48,34.96
27803.79,3348.39,-199.29
27756.72,3302.50,-184.90
26147.63,4196.59,39.96
27958.63,3791.73,11.81
26101.57,3826.76,95.42
27938.83,3807.89,6.22
27950.70,4102.06,-67.81
27076.30,4737.21,36.26
27816.97,3299.98,-131.20
27825.15,3304.34,-85.18
27845.18,3299.27,-129.50
27858.28,3281.16,-226.49
27846.99,3270.90,-100.25
28036.36,3708.34,242.06
26060.95,3097.68,231.99
26558.94,4430.49,-34.98
26099.35,4270.68,-134.90
26832.47,4685.78,-263.43
26803.89,4747.96,-292.61
26858.52,2708.72,28.49
26803.18,2730.34,-227.12
26100.63,3123.35,46.69
26909.53,2580.39,46.60
27461.28,2941.56,67.16
26853.60,4720.32,-115.86
26848.58,4662.25,-299.25
27920.41,3813.46,41.61
27936.09,3804.71,18.23
26326.33,4409.58,18.87
26318.31,4431.58,-171.63
26849.36,2716.51,73.81
26335.93,4404.62,43.69
27991.01,3724.21,222.53
26479.37,4565.90,-67.26
26572.26,4585.22,16.29
26172.86,3180.08,-279.87
27946.37,3782.10,120.90
27973.28,3779.47,-54.80
27947.39,3817.90,-5.64
26338.21,4588.98,-23.67
27954.06,3796.67,77.17
27919.76,3814.62,-117.03
27715.56,3510.82,-142.12
26342.28,4427.67,37.36
28009.24,3765.40,294.96
27928.50,3802.45,5.89
27946.50,4044.38,-82.07
26326.67,4402.25,11.82
26277.77,4423.80,5.17
26317.01,4408.88,-43.16
26824.00,4652.05,26.41
26824.83,4662.51,-0.26
27319.52,4748.36,-43.41
27290.50,4750.96,22.92
26695.62,4618.26,69.38
26761.87,4768.62,16.69
27911.60,3766.48,-11.59
27897.96,3809.49,-109.68
27930.61,3832.59,22.91
25991.34,3805.87,-207.85
27048.68,2727.98,38.15
27746.42,3386.26,-171.67
27895.36,3738.87,-29.23
27296.54,4745.26,-116.31
27905.51,3791.49,-183.98
27893.20,3758.51,-169.14
25847.03,3382.17,247.03
27249.55,3444.92,-5.30
27253.47,3451.01,-39.24
27271.41,3471.72,-70.87
27265.59,3457.60,-87.26
26381.97,4398.23,243.58
27725.23,3099.59,33.71
26620.04,2781.91,19.86
26357.12,4622.50,23.57
28065.05,3736.61,308.03
28001.48,3750.25,33.36
26186.94,4139.25,-62.15
26215.29,4116.05,135.88
26273.30,4106.27,-12.10
26001.79,4145.77,38.22
26421.25,4245.99,58.41
26835.36,4669.68,200.73
26352.51,4365.72,42.42
27931.10,4087.74,28.53
26808.32,4666.59,-87.39
27934.04,4085.93,-85.73
26661.14,2670.94,143.71
26419.34,4438.94,-8.30
26364.29,4490.39,34.79
26419.31,4392.36,142.05
26359.13,4331.16,-78.25
27900.28,3761.73,-54.14
27914.32,3760.32,-70.32
27920.12,3804.11,-22.98
27930.38,3789.59,-39.02
27423.47,2948.55,216.43
27042.66,2836.06,112.93
27758.15,3329.63,-48.82
26304.90,3082.97,159.91
26095.34,3115.94,106.07
27780.54,3348.46,-67.49
26820.39,4058.86,57.09
26495.21,2819.37,55.05
26419.04,2850.52,31.55
26074.64,3811.22,49.22
26058.60,3777.47,211.52
25981.81,3632.36,-118.58
27748.39,3398.49,-167.40
26186.34,4312.32,-48.82
26158.34,4280.79,-12.57
26836.45,2750.73,53.93
26848.03,2756.30,28.93
26829.16,2748.02,23.03
26840.69,2749.42,24.30
26839.45,2735.00,126.10
26354.66,4251.41,47.48
26352.04,4240.80,61.39
26392.68,4249.06,33.37
26766.08,4592.24,-197.27
26341.20,4636.48,38.64
26153.71,4269.02,54.40
27903.82,3229.14,174.44
26185.87,3129.00,105.20
26338.67,4399.61,45.64
26757.20,2683.22,-19.52
26713.99,2663.30,-69.09
26403.19,4412.93,1.36
26366.86,4408.31,18.66
26821.62,2761.07,39.86
26414.92,4439.10,31.05
26824.39,2759.32,86.01
26802.71,2757.83,60.48
25952.66,3638.96,3.99
26312.53,4361.35,30.48
26314.33,4360.31,-146.20
26299.95,4344.97,-51.11
26292.57,4427.66,32.49
25904.41,3968.09,102.01
27301.89,2879.82,64.84
27744.67,3350.99,-37.56
26678.72,2819.12,8.74
26283.82,4351.82,12.45
26323.40,4381.29,12.82
26339.33,4345.60,26.34
26316.00,4252.11,83.22
27735.16,3102.05,-107.71
27752.29,3106.93,-104.60
26394.97,4408.68,39.54
26402.06,4497.68,27.39
26545.71,4313.22,-17.29
27918.25,3753.27,-121.51
26323.83,4515.70,-102.45
26375.86,4424.91,104.39
27666.97,2932.12,-92.97
26907.52,4676.44,30.99
26465.03,4406.87,46.62
27939.45,4091.28,-107.18
27343.05,4457.23,-132.63
27326.05,4434.88,-108.61
27715.79,4414.81,-0.80
25969.99,3626.22,9.57
27973.11,4029.77,-45.83
27913.15,3784.42,-138.10
27902.04,3797.20,-199.84
26581.66,4370.30,232.74
26555.05,4345.81,21.42
26517.85,4334.06,24.40
26365.90,4441.15,-20.47
26291.67,4342.42,-50.66
26326.84,4360.30,57.20
26307.20,4337.24,-15.15
26277.72,4329.40,81.43
26809.67,2758.36,-23.76
27907.44,3117.96,310.03
26807.22,4664.43,-40.51
26857.40,2735.61,63.37
26353.11,4249.89,59.59
25942.91,3619.35,-69.46
27108.05,2792.89,67.66
27115.26,2777.60,-7.21
26303.24,4497.84,-135.42
28070.54,3712.67,266.72
26292.64,4447.61,73.68
26325.09,4431.05,8.58
26323.26,4432.26,-41.51
26321.33,4444.09,-65.28
26332.30,4447.39,28.72
26550.86,4511.59,-10.88
26549.21,4561.60,-15.71
27527.08,2751.35,-160.66
27500.13,2720.55,-22.66
26572.94,2767.93,31.75
26066.18,3127.12,241.25
26626.16,2826.86,61.43
26812.18,4679.11,-232.76
26574.14,2765.04,-199.83
26595.78,2790.12,95.66
26623.04,2802.62,17.66
26632.94,2768.90,16.85
26644.54,2789.10,45.51
26994.06,2567.01,-143.73
27354.81,2886.40,23.87
27353.68,2885.59,42.73
26986.45,2720.48,-17.81
26014.08,3128.57,57.27
25999.76,3131.41,216.15
25973.51,3614.35,-7.14
26320.32,4644.31,-17.59
26323.27,4639.18,23.60
26694.09,4648.90,55.36
26518.74,4473.16,20.20
28023.25,3823.13,267.99
26047.32,3157.31,271.06
26670.13,4625.76,182.00
26337.14,4327.62,-65.35
26611.62,2793.06,23.80
26328.46,4321.92,-61.96
26607.05,2806.29,65.99
26384.04,4415.99,-56.53
26620.57,2771.33,-34.34
26315.69,4394.32,41.30
26290.81,4433.03,-32.79
26340.25,4406.99,46.17
27909.56,3974.89,123.74
26605.58,4550.04,40.80
27918.79,4009.09,173.96
27883.78,3232.97,-11.80
27957.99,3928.71,209.34
27364.14,2810.62,-66.91
26498.20,2799.42,24.37
27369.74,2846.59,30.50
26691.72,2749.47,29.59
26671.47,2814.40,145.64
26407.45,4401.30,48.32
27365.95,2883.75,-25.32
26364.92,4388.04,5.76
26303.86,4367.44,-73.89
26502.88,4312.11,-114.81
25940.77,4018.92,-195.55
26823.24,4642.81,91.63
26794.71,4650.86,-136.01
26782.20,4615.81,25.87
26511.17,4314.79,73.58
26553.36,4319.56,69.51
26553.67,2769.52,167.12
26817.81,4640.99,-113.84
26077.67,3130.39,93.99
26311.69,4378.85,-127.42
26331.58,4384.68,42.77
26323.07,4365.84,41.30
26324.17,4368.56,69.87
26337.19,4421.81,48.32
26346.57,4397.02,-24.13
27807.77,4291.30,19.37
27162.62,2583.79,296.67
26063.72,3152.77,90.87
27414.14,4555.39,-10.50
27667.65,3058.74,-19.01
26622.67,2788.77,58.15
26631.21,2775.45,74.49
26285.69,4338.02,37.48
28008.55,3851.46,273.78
27655.52,3050.11,-43.94
26410.48,2811.89,-69.80
26552.85,4570.36,-71.81
26592.34,4568.94,-13.88
26584.88,4521.35,52.81
28031.04,3705.43,265.00
26316.17,3055.08,169.62
26293.38,3043.13,29.93
27845.35,4332.86,240.46
27830.34,4328.56,253.49
27855.12,4306.59,155.73
27873.32,4310.94,179.68
27896.04,4278.53,218.99
27937.96,3872.87,-151.86
27956.54,3992.99,76.75
27946.60,3999.28,35.07
26496.19,2750.75,-14.20
26824.61,2739.94,26.63
26828.62,2733.61,45.83
25837.32,3874.10,-258.71
27376.88,4427.96,-13.58
27804.89,3189.56,-182.20
25980.04,3243.85,-119.68
26588.47,2796.66,8.78
26603.63,2789.92,39.23
27631.38,2911.20,-111.43
26600.33,2773.41,20.94
26596.83,2787.77,31.66
26575.44,2781.20,17.51
26652.30,4445.95,182.72
27974.17,4024.64,100.82
27432.48,3760.99,-83.78
26051.16,3148.72,197.67
26323.95,3007.22,-29.30
26408.01,3005.01,-222.81
27266.24,3382.78,-50.51
27278.51,3439.55,8.92
27267.70,3443.95,3.98
27267.74,3425.98,12.99
26610.08,2806.95,32.13
26639.60,2774.76,10.99
26633.46,2787.14,-35.01
26635.16,2763.87,-25.65
26644.74,2787.41,3.27
27366.27,2879.56,90.05
26805.14,2703.35,-96.17
26693.70,4571.64,200.00
26825.86,2726.44,60.70
26812.90,2725.51,61.07
26837.44,2722.25,118.79
26148.74,3084.59,-217.71
26510.52,2782.64,37.42
26504.91,2807.86,23.49
28130.55,3675.44,296.25
28098.34,3683.78,257.71
26537.21,2780.74,220.61
28024.57,3726.68,250.68
27838.94,3249.74,-222.12
27750.86,4392.49,-60.95
27763.94,4387.74,55.87
27745.05,4382.79,-13.17
27748.93,4404.56,17.51
27703.75,4346.71,-29.45
